ProductID,Product Name,Category,Customer ,Paper,GSM,Print Size,Ups,Dimension,Ink,Plate No,Coating,Special Effects,Pasting,folding Dim.,Folding ,Construction,Specification,Actual GSM USED,ArtworkCode,Delivery Address,product immage ,ArtworkCDR,ArtworkPDF
303,Glutaup Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,12,120 x 120,,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,54,YI0GTAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
304,Lapaheal Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,52,12 x 23,1,500 x 260,,,,,3+2,,Folding ‐  2 + 3,Folding ‐ 2 + 3,Printed insert on Maplitho paper.,54,NT0LAAXPH/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/304.ArtworkPDF.110725.pdf
305,Lapaheal Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,35 x 110,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,NT0LAAXPH/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/305.ArtworkPDF.110740.pdf
306,Lapaheal Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,11.5 X 18,4,84 x 45 x 45,,,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special Pantone colour printing.,320,NT0LAAXPH/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/306.ArtworkPDF.110754.pdf
307,Fericip Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,300,15.75 X 20.75,6,92 x 98 x 17,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 3 special Pantone colour printing.,290,YAHISAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
308,Fericip Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Fasson Fas Pharmaplus,60,,,43 x 38,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,YAHISAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
309,Fericip Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,180 x 220,,F/B Plate,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,58,YAHISAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
310,Micafungin 50mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,12,60 x 30 x 30,,,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 3 special Pantone colour printing.,320,YT0MFAXGX/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
311,Micafungin 50mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,30 x 65,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,YT0MFAXGX/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
312,C Pink Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,330,15.75 X 20.75,6,92 x 17 x 98,,92204,UV,,Side Pasting,,,Window UV batch coding.,ITC Saffire board with 4 colour printing.,320,YAHISAAIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
313,C Pink Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Fasson Fas Pharmaplus,60,,,38 x 43,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YAHISAAIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
314,C Pink Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,180 x 220,BLACK,92207  8/8/23,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,58,YAHISAAIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
315,Micedge 100 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,320,18 x 23,8,96 x 32 x 67,2925+2627+186+Blck,17384,UV,,Lock Bottom ,,,Window UV batch coding.,Printed carton on ITC Cyber board with 4 special Pantone colour printing.,320,YB0MFAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
316,Micedge 100 Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,30 x 65,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,YB0MFAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
317,Ferroxin 50mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 X 23,8,67 x 32 x 96,,,Textured UV,Drip Off,Lock Bottom,,,Window UV with special texture.,Printed carton on ITC Saffire board with 3 special Pantone colour printing.,320,YCBFMBXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
318,Ferroxin 50mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,65 x 30,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,YCBFMBXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
319,Ferroxin 50mg Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,265 x 185,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YCBFMBXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
320,Enzalutamide Capsuls 40mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,18 X 23,4,101 x 176 x 15,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 5 special Pantone colour printing.,350,NT0ENAXGT/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
321,Enzalutamide Capsuls 40mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,58,18 X 23,4,200 x 200,,,,,,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,,NT0ENAXGT/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
322,Micafungin 50mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,180 x 250,,,,,,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YT0MFAXGX/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
323,Minocrit 100 MG Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 X 25,8,68 x 35 x 100,"7476 , 485, black",,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 special Pantone colour printing.,320,YAJMNAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/323.ArtworkPDF.111000.pdf
324,Minocrit 100mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,63 x 28,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,YAJMNAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/324.ArtworkPDF.111010.pdf
325,Minocrit 100mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,18 X 23,4,180 x 250,,55635,,1+2,,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,,YAJMNAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/325.ArtworkPDF.111022.pdf
326,Micedge 100 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,180 x 285,,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,,YR0FMAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
327,MUM XT 100 Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,43 x 38,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YHLISAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
328,MUM XT 100 inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,220 x 180,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YHLISAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
329,MUM XT 100 Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,14 x 22,12,95 x 20 x 33,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,320,YHLISAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
330,Pemetrex 100 mg Labels -revacure,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,,"Revacure Lifesciences LLP- LL, Plot No. 58 to 67- Sector B-1, Umariya Dungaria Industrial Area, M.P. AKVN Village- Umariya- Dungaria, Tehsil- Shahpura, District- Jabalpur, 482 003",,,
331,Corfill FCM 50mg cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,18 X 23,8,67 x 32 x 96,,,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,,YJOFMAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
332,Corfill FCM 50mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YJOFMAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
333,Corfill FCM inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,265 x 185,,55832,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YJOFMAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
334,Ertasave 1g Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,14 x 22,4,74 x 39 x 112,,,UV,Emboss,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 5 special Pantone colour printing.,320,QBZERAXIN/C1,"Indasi lifescience Pvt Ltd | Plot no 73 to 76 Silver Industrial Estate., Bhimpore,Daman 396210",,,
335,Ertasave 1g inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,58,18 X 23,3,170 x 300,,F/B,,,3+1,,Folding ‐  1 + 3,Folding ‐  1 + 3,Printed insert on Maplitho paper.,,QBZERAXIN/I1,"Indasi lifescience Pvt Ltd | Plot no 73 to 76 Silver Industrial Estate., Bhimpore,Daman 396210",,,
336,Ertasave 1g labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,75 x 30,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 5 special Pantone colour printing.,,QBZERAXIN/L1,"Indasi lifescience Pvt Ltd | Plot no 73 to 76 Silver Industrial Estate., Bhimpore,Daman 396210",,,
337,I-TEN 10ml Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,18 X 23,8,96 x 67 x 32,,93754,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,320,YHRFMAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
338,I-TEN  10ml inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,265 x 185,,56337,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YHRFMAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
339,I-TEN 10ml labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,65 x 30,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YHRFMAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
340,BD Flu Inner Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,300,18 X 25,16,57 x 77 x 15,CMYK,raza 56475 14/9/23,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 3 colour printing.,290,UR0OTAXIN/C1,"J.Duncan Healthcare Pvt. Ltd, Plot No. 65- 66- 67-Phase II, Atgaon Industrial Complex, Atgaon Taluka, Shahapur, Dist - Thane, Atgaon, Maharashtra 421601",,,
341,BD Flu Outer Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,300,14 X 22,2,62 x 155 x 83,,,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 3 special Pantone colour printing.,290,UR0OTAXIN/OC1,"J.Duncan Healthcare Pvt. Ltd, Plot No. 65- 66- 67-Phase II, Atgaon Industrial Complex, Atgaon Taluka, Shahapur, Dist - Thane, Atgaon, Maharashtra 421601",,,
342,BD Flu Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,23 X 36,4,550 x 220,,,,,,,Folding - 2 + 4,Folding - 2 + 4,Printed insert on Maplitho paper.,58,UR0OTAXIN/I1,"J.Duncan Healthcare Pvt. Ltd, Plot No. 65- 66- 67-Phase II, Atgaon Industrial Complex, Atgaon Taluka, Shahapur, Dist - Thane, Atgaon, Maharashtra 421601",,,
343,Fosfona 3gm Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,4,15 x 140 x 140,CMYK,,Aqua,Spot UV + Emboss + Foiling,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,350,YHWFTAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
344,Fosfona 3gm Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,240 x 170,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,58,YHWFTAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
345,Diodin Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,12 x 23,4,300 x 140,BLACK,,,,3+1,,Folding ‐  1 + 3,Folding ‐  1 + 3,Printed insert on Maplitho paper.,58,YGQDHBXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
346,Conmero 500 MG & 1G Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,18 X 23,4,255 x 200,BLACK,RAZA - 56969 - 4/10/2023,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,BDR/CONMERO 500MG/1G/PI/03,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
347,ConMero 1g Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,40 x 90,CMYK,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,BDR/CONMERO 1G/L/02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
348,TufeHart 500 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,18 X 25,8,92 x 67 x 32,CMYK,NEO - 94980 - 5/10/2023,UV,,Side Pasting,,,Window UV batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,350,YHXFMCXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
349,TufeHart 1000 mg Carton 20mg,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,18 X 23,4,126 x 74 x 51,CMYK,NEO - 94979 - 5/10/2023,UV,,Side Pasting,,,Window UV batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,350,YHXFMAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
350,TufeHart 500 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,35 x 90,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YHXFMCXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
351,TufeHart 1000 mg Labels 20mg,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,30 x 65,CMYK,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YHXFMCXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
352,BD-Mero 1000 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12.66 x 25,8,80 x 37 x 37,,,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 3 special Pantone colour printing.,320,FT0MPAXPA/C1,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
353,BD-Mero 1000 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,40 x 90,,,Aqua,,,,,Window UV batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,FT0MPAXPA/L1,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
354,BD-Mero 1000 mg Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,255 x 200,BLACK,,,,3+2,,Folding ‐  2 + 3,Folding ‐  2 + 3,Printed insert on Maplitho paper.,58,FT0MPAXPA/I1,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
355,Cibifer S 200 Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,14 x 22,3,120 x 120 x 35,CMYK,,Aqua,Foil + Emboss,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,YAGISBXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
356,Cibifer S 200 Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,45 x 50,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YAGISBXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
357,Cibifer S 200 Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,210 x 180,BLACK,,,,1+1,,Folding - 1 Horizontal + 1 Vertical,Folding - 1 Horizontal + 1 Vertical,Printed insert on Maplitho paper.,58,YAGISBXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
358,Sunitinib Mili 50 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,135 x 20 x 100,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 5 special Pantone colour printing.,,NT0SMAXCD/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
359,Sunitinib Mili 25 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,0,135 x 20 x 100,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 5 special Pantone colour printing.,,NT0SMBXCD/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
360,Sunitinib Mili 12.5 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,135 x 20 x 100,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 5 special Pantone colour printing.,,NT0SMCXCD/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
361,Lapatinib-Mili Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,45 x 45 x 84,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,NT0LABXCD/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
362,Everolimus -Mili  5 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,92 x 41 x 12,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 7 special Pantone colour printing.,,NT0EVBXCD/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
363,Everolimus -Mili  10 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,115 x 48 x 12,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 7 special Pantone colour printing.,,NT0EVAXCD/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
